job_id,job_title,salary_usd,salary_currency,experience_level,employment_type,company_location,company_size,employee_residence,required_skills,education_required,years_experience,industry,posting_date,application_deadline,job_description_length,benefits_score,company_name,remote ratio
ai13297,robotics engineer,53306,USD,mid level,Contract,india,s,sweden,"docker, tableau, pytorch, hadoop",associate,2,retail,26/02/2024,07/04/2024,2446,8.1,machine intelligence group,Hybrid
ai13298,ai research scientist,61973,USD,mid level,Full time,china,l,china,"scala, data visualization, deep learning",master,3,retail,18/03/2025,17/04/2025,2186,7.1,datavision ltd,Hybrid
ai13299,nlp engineer,96162,USD,entry level,ft,switzerland,s,switzerland,"sql, spark, java, r",phd,1,real estate,08/11/2024,07/12/2024,2290,9.6,algorithmic solutions,Fully remote
ai13300,nlp engineer,60974,USD,entry level,ft,germany,m,singapore,"r, spark, git, python, java",phd,0,media,11/04/2025,30/04/2025,542,6.9,quantum computing inc,Hybrid
ai13301,data scientist,258588,USD,expert,Part time,netherlands,l,singapore,"hadoop, kubernetes, spark, python, computer vision",master,13,healthcare,07/03/2025,15/05/2025,2004,8.2,neural networks co,Fully remote
ai13302,deep learning engineer,98399,USD,mid level,ft,united states,l,united states,"java, gcp, nlp, computer vision, scala",master,4,retail,30/01/2025,12/04/2025,1752,5.3,machine intelligence group,Fully remote
ai13303,ai research scientist,68049,USD,entry level,Full time,norway,s,norway,"gcp, linux, mathematics",master,0,real estate,02/02/2024,30/03/2024,1080,9.1,smart analytics,Fully on site
ai13304,machine learning researcher,155893,USD,expert,ft,germany,s,ireland,"java, deep learning, r, scala",master,13,gaming,19/10/2024,05/12/2024,922,5.4,autonomous tech,Fully remote
ai13305,ai research scientist,240667,USD,expert,Contract,australia,l,australia,"deep learning, aws, data visualization",master,18,transportation,28/10/2024,03/12/2024,644,5.8,cognitive computing,Fully on site
ai13306,data analyst,61381,USD,mid level,Part time,israel,l,israel,"pytorch, linux, nlp, gcp, spark",master,3,telecommunications,26/08/2024,25/09/2024,2075,8.8,ai innovations,Hybrid
ai13307,nlp engineer,67187,USD,entry level,Full time,germany,m,germany,"mathematics, data visualization, java",associate,0,media,07/04/2025,17/05/2025,829,9.9,predictive systems,Fully on site
ai13308,deep learning engineer,185089,USD,senior,Full time,denmark,l,switzerland,"deep learning, data visualization, spark",master,9,finance,01/06/2024,17/07/2024,971,6.8,autonomous tech,Fully remote
ai13309,head of ai,53209,USD,mid level,Full time,ireland,s,ireland,"mlops, nlp, python",associate,2,healthcare,10/07/2024,13/08/2024,1180,8.9,quantum computing inc,Hybrid
ai13310,ai specialist,94844,USD,mid level,ft,netherlands,l,netherlands,"azure, r, java, sql",master,4,technology,16/07/2024,07/08/2024,2092,6.0,datavision ltd,Hybrid
ai13311,deep learning engineer,70986,USD,mid level,Full time,austria,m,austria,"nlp, sql, tensorflow",bachelor,2,finance,18/11/2024,23/12/2024,1426,8.9,digital transformation llc,Fully remote
ai13312,ai research scientist,64929,USD,mid level,Part time,india,s,india,"data visualization, python, computer vision",phd,4,media,23/01/2025,24/02/2025,2064,5.4,datavision ltd,Hybrid
ai13313,ai product manager,206664,USD,expert,ft,france,s,france,"spark, nlp, sql, azure",bachelor,18,energy,04/02/2025,26/02/2025,1136,5.6,cloud ai solutions,Hybrid
ai13314,robotics engineer,124572,USD,senior,Full time,sweden,l,sweden,"kubernetes, spark, tableau, python",associate,7,finance,29/04/2024,04/06/2024,1539,5.0,ai innovations,Fully on site
ai13315,research scientist,145491,USD,senior,ft,norway,m,norway,"gcp, scala, nlp, tableau, sql",phd,8,gaming,25/02/2024,01/04/2024,693,9.6,autonomous tech,Hybrid
ai13316,ai architect,214511,USD,expert,Contract,canada,m,canada,"git, sql, pytorch, docker",associate,16,healthcare,25/07/2024,26/09/2024,1382,5.6,datavision ltd,Fully remote
ai13317,nlp engineer,40275,USD,entry level,Full time,japan,s,japan,"scala, git, spark",bachelor,0,government,13/08/2024,30/09/2024,531,5.2,machine intelligence group,Fully on site
ai13318,nlp engineer,55441,USD,mid level,Part time,israel,m,israel,"linux, tableau, mlops, docker",phd,3,media,06/10/2024,25/10/2024,644,6.3,algorithmic solutions,Hybrid
ai13319,machine learning engineer,82950,USD,senior,Part time,china,m,china,"scala, aws, mlops, computer vision, python",bachelor,7,technology,19/01/2024,09/02/2024,951,5.3,datavision ltd,Hybrid
ai13320,ai research scientist,42869,USD,entry level,Part time,israel,l,israel,"linux, r, data visualization, spark",bachelor,0,real estate,23/04/2024,31/05/2024,1958,9.1,digital transformation llc,Fully on site
ai13321,head of ai,160599,USD,senior,Full time,denmark,l,denmark,"tableau, tensorflow, git, docker, r",master,7,finance,26/01/2024,11/03/2024,1129,9.8,neural networks co,Fully remote
ai13322,principal data scientist,203402,USD,expert,Part time,germany,s,germany,"gcp, sql, spark, r",phd,17,healthcare,28/09/2024,04/11/2024,1141,9.7,cognitive computing,Hybrid
ai13323,ml ops engineer,94231,USD,senior,Contract,china,m,china,"tableau, java, tensorflow, git",master,8,retail,14/05/2024,25/07/2024,1740,8.2,algorithmic solutions,Hybrid
ai13324,computer vision engineer,184260,USD,expert,Part time,japan,l,japan,"python, tensorflow, hadoop, deep learning, statistics",bachelor,13,manufacturing,30/12/2024,11/03/2025,1259,9.7,advanced robotics,Fully on site
ai13325,machine learning engineer,181510,USD,expert,ft,germany,m,germany,"mathematics, linux, tableau, mlops",phd,14,manufacturing,09/01/2025,06/02/2025,778,8.6,machine intelligence group,Fully on site
ai13326,ai architect,46602,USD,entry level,Part time,canada,s,canada,"spark, pytorch, java, tensorflow",master,0,government,21/03/2024,09/04/2024,817,9.5,predictive systems,Hybrid
ai13327,ai consultant,161568,USD,expert,ft,australia,s,australia,"aws, sql, azure, git",phd,15,telecommunications,06/06/2024,27/06/2024,1682,6.6,advanced robotics,Hybrid
ai13328,ai consultant,41475,USD,entry level,Contract,india,s,india,"mlops, nlp, gcp, hadoop, tableau",phd,1,technology,23/02/2024,03/04/2024,981,9.2,deeptech ventures,Hybrid
ai13329,ai research scientist,118452,USD,entry level,Part time,norway,l,norway,"gcp, deep learning, python, mathematics",associate,1,government,12/01/2025,28/02/2025,1055,7.2,machine intelligence group,Hybrid
ai13330,autonomous systems engineer,273986,USD,expert,Part time,united states,m,netherlands,"linux, kubernetes, python, tensorflow, pytorch",master,16,healthcare,06/03/2025,12/04/2025,2374,5.5,techcorp inc,Fully remote
ai13331,nlp engineer,90972,USD,senior,ft,india,l,switzerland,"linux, python, mathematics",associate,6,technology,30/01/2024,08/03/2024,1148,5.9,quantum computing inc,Hybrid
ai13332,ml ops engineer,76781,USD,senior,Part time,india,s,india,"computer vision, pytorch, r, azure",bachelor,9,consulting,07/05/2024,19/06/2024,1556,6.6,algorithmic solutions,Fully on site
ai13333,computer vision engineer,49582,USD,entry level,Part time,sweden,s,finland,"kubernetes, linux, mathematics, r, tableau",master,0,manufacturing,17/11/2024,07/12/2024,1018,5.0,quantum computing inc,Fully on site
ai13334,nlp engineer,56890,USD,entry level,Contract,south korea,l,south korea,"hadoop, docker, kubernetes, scala, linux",master,0,manufacturing,07/06/2024,19/08/2024,1349,7.3,algorithmic solutions,Hybrid
ai13335,ai architect,71854,USD,mid level,Part time,ireland,m,ireland,"python, tableau, mathematics, spark",master,2,real estate,21/10/2024,24/11/2024,748,9.2,deeptech ventures,Fully remote
ai13336,ml ops engineer,69898,USD,mid level,ft,ireland,s,ireland,"python, tensorflow, aws, sql, mathematics",master,2,consulting,04/02/2025,05/04/2025,1997,6.9,neural networks co,Fully remote
ai13337,nlp engineer,74856,USD,entry level,ft,switzerland,m,india,"java, linux, r",master,1,media,14/07/2024,12/08/2024,1037,7.2,smart analytics,Fully remote
ai13338,autonomous systems engineer,33376,USD,entry level,Full time,finland,s,austria,"git, gcp, kubernetes",associate,0,media,15/02/2025,27/03/2025,1403,7.1,quantum computing inc,Fully on site
ai13339,ai consultant,67692,USD,mid level,Full time,south korea,s,south korea,"scala, kubernetes, python",associate,3,healthcare,28/06/2024,01/08/2024,2346,6.9,future systems,Fully remote
ai13340,research scientist,83792,USD,entry level,Contract,norway,l,united states,"python, tensorflow, docker, linux",bachelor,1,healthcare,13/01/2024,14/03/2024,884,8.1,predictive systems,Fully on site
ai13341,machine learning engineer,251856,USD,expert,Contract,singapore,l,singapore,"tensorflow, docker, scala, azure",bachelor,19,energy,17/12/2024,27/02/2025,1249,8.2,algorithmic solutions,Hybrid
ai13342,ml ops engineer,62700,USD,mid level,Full time,china,l,china,"python, data visualization, docker, tensorflow, kubernetes",master,4,energy,17/12/2024,11/01/2025,1799,7.8,future systems,Hybrid
ai13343,ai software engineer,72727,USD,mid level,Contract,south korea,m,austria,"hadoop, python, aws",phd,3,telecommunications,06/02/2024,30/03/2024,1433,7.1,deeptech ventures,Fully remote
ai13344,data scientist,187328,USD,senior,Contract,denmark,m,india,"computer vision, sql, python",bachelor,5,finance,25/05/2024,23/06/2024,676,7.2,machine intelligence group,Hybrid
ai13345,ai architect,102380,USD,senior,Contract,finland,m,denmark,"r, docker, tableau, hadoop, kubernetes",phd,7,real estate,29/08/2024,30/09/2024,1901,9.9,digital transformation llc,Fully remote
ai13346,ai consultant,95614,USD,senior,Full time,india,m,india,"computer vision, scala, tableau, sql, pytorch",master,8,government,30/12/2024,15/01/2025,2006,8.4,neural networks co,Hybrid
ai13347,deep learning engineer,139132,USD,expert,Contract,austria,s,austria,"statistics, mathematics, kubernetes, linux",associate,16,energy,18/11/2024,04/12/2024,1380,9.9,machine intelligence group,Fully on site
ai13348,ai research scientist,96538,USD,mid level,Contract,sweden,s,sweden,"tensorflow, scala, kubernetes, mathematics, sql",bachelor,3,energy,11/08/2024,20/10/2024,1781,5.1,advanced robotics,Fully remote
ai13349,ai software engineer,75110,USD,mid level,Full time,india,m,india,"statistics, linux, mlops, scala",bachelor,4,retail,13/01/2024,31/01/2024,865,5.7,datavision ltd,Fully remote
ai13350,machine learning engineer,79731,USD,senior,Full time,ireland,s,israel,"git, deep learning, tableau, docker",bachelor,8,retail,28/09/2024,13/10/2024,1557,8.1,autonomous tech,Fully on site
ai13351,autonomous systems engineer,222682,USD,expert,Contract,united states,s,sweden,"git, azure, scala, mathematics",phd,19,government,05/03/2025,29/04/2025,1174,8.9,advanced robotics,Hybrid
ai13352,machine learning engineer,265687,USD,expert,Part time,norway,s,norway,"kubernetes, azure, sql, linux",bachelor,13,transportation,27/09/2024,19/10/2024,1973,8.1,digital transformation llc,Hybrid
ai13353,ai product manager,332938,USD,expert,Full time,denmark,l,china,"tableau, tensorflow, spark, gcp, nlp",phd,18,real estate,26/04/2024,14/05/2024,1529,9.0,cloud ai solutions,Hybrid
ai13354,research scientist,48616,USD,entry level,Contract,japan,m,japan,"java, r, mathematics",associate,1,media,29/02/2024,16/04/2024,1329,9.3,predictive systems,Hybrid
ai13355,nlp engineer,176147,USD,senior,Contract,united states,l,united states,"computer vision, aws, java, r, mathematics",phd,9,healthcare,30/06/2024,17/07/2024,1957,7.1,neural networks co,Fully on site
ai13356,head of ai,231006,USD,expert,ft,sweden,l,south korea,"pytorch, docker, deep learning, scala, git",master,12,manufacturing,27/11/2024,20/01/2025,2474,7.3,future systems,Fully remote
ai13357,deep learning engineer,233292,USD,expert,ft,australia,l,australia,"kubernetes, sql, nlp, java, tensorflow",phd,13,finance,06/02/2024,07/04/2024,843,6.6,smart analytics,Fully on site
ai13358,ai software engineer,320067,USD,expert,Contract,switzerland,m,sweden,"azure, docker, hadoop, computer vision",master,18,education,09/03/2024,27/03/2024,1767,7.4,neural networks co,Hybrid
ai13359,ai software engineer,95405,USD,expert,Contract,ireland,s,ireland,"mathematics, linux, deep learning, sql, r",master,18,real estate,25/12/2024,08/03/2025,1854,5.2,algorithmic solutions,Fully remote
ai13360,ml ops engineer,113185,USD,senior,Full time,united states,s,united states,"scala, sql, r, java",associate,6,education,28/04/2024,27/05/2024,942,7.3,algorithmic solutions,Fully on site
ai13361,ai research scientist,97208,USD,senior,Part time,austria,m,austria,"gcp, mlops, scala, deep learning, git",bachelor,8,healthcare,12/05/2024,27/05/2024,2498,8.0,ai innovations,Fully remote
ai13362,data analyst,95072,USD,senior,Contract,israel,l,israel,"mathematics, scala, java",phd,7,consulting,12/04/2025,21/05/2025,1155,9.9,smart analytics,Hybrid
ai13363,ai architect,103872,USD,senior,ft,south korea,l,south korea,"git, scala, data visualization",master,8,education,10/12/2024,12/01/2025,1174,6.7,autonomous tech,Fully on site
ai13364,ai consultant,189337,USD,expert,Part time,united kingdom,s,united kingdom,"tensorflow, java, computer vision",master,19,transportation,08/12/2024,12/01/2025,1978,6.3,techcorp inc,Hybrid
ai13365,robotics engineer,146293,USD,mid level,ft,switzerland,m,israel,"azure, scala, aws",phd,4,energy,19/01/2024,08/03/2024,1076,9.3,cognitive computing,Fully on site
ai13366,robotics engineer,129231,USD,senior,Contract,netherlands,l,netherlands,"sql, scala, spark",master,8,consulting,17/01/2024,05/02/2024,1943,8.0,autonomous tech,Fully on site
ai13367,robotics engineer,118882,USD,senior,Full time,israel,l,israel,"docker, spark, hadoop, git",phd,6,retail,30/01/2025,22/02/2025,813,8.5,cloud ai solutions,Fully remote
ai13368,machine learning engineer,76280,USD,mid level,Contract,china,l,ireland,"java, tableau, sql",phd,4,energy,16/08/2024,13/10/2024,1139,7.1,advanced robotics,Fully remote
ai13369,machine learning engineer,119211,USD,mid level,Contract,germany,l,germany,"python, kubernetes, git, scala",phd,2,education,25/11/2024,05/01/2025,2407,5.2,datavision ltd,Hybrid
ai13370,data scientist,254293,USD,expert,Part time,norway,s,norway,"hadoop, deep learning, gcp",associate,12,technology,02/05/2024,25/06/2024,1195,5.1,neural networks co,Hybrid
ai13371,nlp engineer,170566,USD,senior,ft,singapore,l,singapore,"scala, python, statistics, deep learning, aws",bachelor,7,healthcare,26/02/2025,04/05/2025,1827,7.4,techcorp inc,Fully remote
ai13372,ml ops engineer,233566,USD,expert,Part time,singapore,l,singapore,"python, tensorflow, r",bachelor,11,transportation,06/12/2024,04/02/2025,1199,9.6,cognitive computing,Fully on site
ai13373,ai product manager,90320,USD,senior,Contract,israel,s,south korea,"mathematics, docker, tableau, statistics, r",master,9,technology,11/02/2024,05/04/2024,1373,6.6,cognitive computing,Fully on site
ai13374,deep learning engineer,154944,USD,expert,Full time,china,m,china,"kubernetes, java, aws, docker",associate,15,government,02/03/2024,05/04/2024,2232,8.5,cloud ai solutions,Fully remote
ai13375,data analyst,86488,USD,entry level,Full time,switzerland,m,france,"docker, r, mlops, nlp",phd,1,healthcare,14/11/2024,02/01/2025,1573,9.0,predictive systems,Fully on site
ai13376,data analyst,103435,USD,mid level,ft,sweden,l,sweden,"r, nlp, mathematics, computer vision",associate,2,retail,22/03/2024,30/05/2024,678,7.5,neural networks co,Fully on site
ai13377,robotics engineer,75157,USD,mid level,Contract,china,m,china,"tableau, hadoop, kubernetes, linux, spark",associate,4,telecommunications,28/06/2024,28/08/2024,1739,8.7,quantum computing inc,Fully remote
ai13378,ai specialist,191632,USD,senior,Full time,switzerland,l,switzerland,"spark, sql, data visualization, gcp, python",bachelor,5,consulting,18/01/2024,03/03/2024,1334,7.9,autonomous tech,Fully remote
ai13379,research scientist,40697,USD,entry level,Part time,austria,m,finland,"tensorflow, hadoop, python, docker, java",phd,0,consulting,25/04/2024,04/06/2024,950,7.6,neural networks co,Fully remote
ai13380,autonomous systems engineer,191488,USD,expert,Contract,france,m,australia,"data visualization, r, tableau, sql, pytorch",associate,11,retail,27/09/2024,11/10/2024,2319,6.4,quantum computing inc,Hybrid
ai13381,data engineer,56987,USD,entry level,Contract,netherlands,s,netherlands,"r, scala, mathematics, python, sql",phd,0,automotive,16/02/2024,26/04/2024,2154,6.9,predictive systems,Fully on site
ai13382,computer vision engineer,45432,USD,entry level,Full time,france,s,austria,"mathematics, git, python",master,1,finance,27/09/2024,30/11/2024,1606,8.8,cognitive computing,Fully remote
ai13383,computer vision engineer,125757,USD,mid level,Contract,norway,s,norway,"scala, java, mlops",phd,3,telecommunications,20/03/2024,07/04/2024,1946,7.5,future systems,Fully remote
ai13384,research scientist,178868,USD,expert,ft,france,l,japan,"linux, data visualization, python, git, r",phd,14,consulting,07/03/2024,05/05/2024,2185,8.4,digital transformation llc,Fully remote
ai13385,ai software engineer,195312,USD,expert,Part time,sweden,s,sweden,"spark, python, statistics",master,17,government,30/10/2024,10/12/2024,512,8.8,predictive systems,Fully on site
ai13386,research scientist,59596,USD,entry level,Contract,denmark,s,denmark,"sql, docker, pytorch, kubernetes",bachelor,0,automotive,23/03/2024,12/05/2024,1251,8.3,cognitive computing,Fully remote
ai13387,ai consultant,45161,USD,entry level,Full time,ireland,s,ireland,"kubernetes, hadoop, data visualization",master,1,consulting,28/01/2025,16/02/2025,1505,6.0,autonomous tech,Hybrid
ai13388,research scientist,40786,USD,entry level,Full time,china,s,china,"azure, python, git, spark",bachelor,0,automotive,27/12/2024,10/02/2025,2424,7.6,ai innovations,Fully remote
ai13389,nlp engineer,82410,USD,mid level,ft,france,l,france,"tensorflow, java, nlp",master,3,real estate,16/12/2024,22/02/2025,2086,8.4,advanced robotics,Fully on site
ai13390,ai product manager,91606,USD,mid level,Contract,singapore,s,singapore,"kubernetes, data visualization, azure",associate,4,media,10/05/2024,02/06/2024,598,9.5,smart analytics,Fully on site
ai13391,data engineer,88745,USD,senior,Contract,india,m,india,"hadoop, computer vision, mlops, linux",bachelor,5,technology,27/10/2024,14/11/2024,1721,5.7,future systems,Hybrid
ai13392,autonomous systems engineer,133623,USD,mid level,Contract,singapore,l,singapore,"python, azure, mlops",master,3,automotive,22/03/2025,24/04/2025,1904,8.0,cloud ai solutions,Fully remote
ai13393,ai architect,138640,USD,expert,Part time,austria,s,austria,"sql, azure, hadoop, gcp, git",bachelor,15,gaming,10/02/2025,08/04/2025,549,6.2,digital transformation llc,Fully remote
ai13394,ai research scientist,53956,USD,entry level,Part time,japan,l,japan,"deep learning, python, java",master,1,transportation,25/08/2024,13/10/2024,645,6.5,future systems,Fully remote
ai13395,machine learning researcher,242611,USD,expert,Contract,switzerland,m,switzerland,"computer vision, python, scala, azure",phd,12,consulting,29/12/2024,13/02/2025,1566,7.5,digital transformation llc,Fully remote
ai13396,data scientist,68787,USD,entry level,ft,canada,m,canada,"r, statistics, mathematics, deep learning",master,1,healthcare,04/10/2024,25/11/2024,1370,7.7,deeptech ventures,Fully on site
ai13397,deep learning engineer,284377,USD,expert,Full time,norway,m,ireland,"python, linux, aws",master,17,consulting,09/01/2024,22/02/2024,802,6.8,advanced robotics,Hybrid
ai13398,data scientist,134019,USD,senior,Part time,united states,m,united states,"spark, gcp, python",phd,7,automotive,03/12/2024,10/01/2025,634,9.6,autonomous tech,Fully remote
ai13399,ai architect,42322,USD,entry level,Full time,india,m,india,"r, kubernetes, docker, azure, aws",bachelor,0,automotive,19/04/2025,17/05/2025,1957,8.7,ai innovations,Fully on site
ai13400,ai architect,102568,USD,expert,Full time,finland,m,finland,"python, mathematics, deep learning",associate,17,media,02/12/2024,23/01/2025,2159,6.2,algorithmic solutions,Fully remote
ai13401,ai consultant,231001,USD,expert,Full time,switzerland,m,switzerland,"python, tensorflow, pytorch, tableau",master,14,gaming,20/03/2025,23/05/2025,945,6.3,predictive systems,Fully on site
ai13402,ml ops engineer,173370,USD,expert,Part time,denmark,s,denmark,"mathematics, aws, hadoop",associate,19,energy,15/10/2024,08/11/2024,2051,7.1,datavision ltd,Fully on site
ai13403,data scientist,49349,USD,entry level,ft,india,l,australia,"tensorflow, azure, kubernetes",bachelor,1,retail,11/04/2024,13/05/2024,1082,9.0,techcorp inc,Fully on site
ai13404,head of ai,93577,USD,entry level,Contract,united states,m,united states,"sql, spark, git",master,0,manufacturing,17/10/2024,15/12/2024,1043,6.6,quantum computing inc,Fully remote
ai13405,data analyst,66082,USD,mid level,Part time,ireland,l,finland,"mlops, tensorflow, pytorch",master,4,energy,08/07/2024,25/08/2024,980,5.6,advanced robotics,Hybrid
ai13406,head of ai,164058,USD,mid level,Part time,norway,l,norway,"pytorch, java, docker",master,4,telecommunications,08/04/2025,14/05/2025,1291,9.5,machine intelligence group,Hybrid
ai13407,data engineer,135526,USD,senior,ft,norway,m,norway,"gcp, python, sql, azure",phd,6,retail,20/04/2025,26/06/2025,1776,9.9,techcorp inc,Fully on site
ai13408,head of ai,108550,USD,mid level,Part time,norway,m,norway,"pytorch, scala, mlops",master,2,gaming,30/01/2025,11/03/2025,1095,6.7,future systems,Fully on site
ai13409,computer vision engineer,82206,USD,mid level,ft,australia,s,australia,"scala, git, deep learning",bachelor,3,automotive,28/02/2025,25/04/2025,1370,5.3,predictive systems,Fully remote
ai13410,ml ops engineer,208472,USD,expert,ft,united kingdom,s,united kingdom,"data visualization, nlp, git, pytorch, python",bachelor,12,government,21/07/2024,29/08/2024,997,9.0,cloud ai solutions,Fully on site
ai13411,head of ai,87693,USD,senior,Full time,israel,l,israel,"r, deep learning, linux, hadoop",associate,9,government,08/02/2025,25/02/2025,2129,5.7,digital transformation llc,Fully remote
ai13412,robotics engineer,72084,USD,mid level,ft,france,m,france,"kubernetes, scala, sql, linux",master,3,education,22/04/2025,15/06/2025,1529,5.4,predictive systems,Fully on site
ai13413,autonomous systems engineer,75359,USD,mid level,Contract,germany,s,germany,"scala, tensorflow, tableau, data visualization",master,3,healthcare,08/08/2024,23/09/2024,1171,8.7,advanced robotics,Fully on site
ai13414,ai software engineer,57177,USD,mid level,Full time,ireland,s,ireland,"python, statistics, sql",associate,4,retail,15/04/2024,04/06/2024,815,9.4,deeptech ventures,Fully remote
ai13415,ai consultant,114581,USD,senior,ft,australia,s,sweden,"git, r, statistics",associate,7,manufacturing,12/02/2025,12/03/2025,1584,7.5,quantum computing inc,Hybrid
ai13416,head of ai,98350,USD,senior,Part time,japan,m,japan,"sql, computer vision, java, deep learning, gcp",associate,5,retail,28/09/2024,03/12/2024,2356,9.5,datavision ltd,Fully remote
ai13417,machine learning engineer,84350,USD,mid level,Contract,canada,s,israel,"git, scala, computer vision, data visualization, r",bachelor,2,education,15/10/2024,24/12/2024,1167,5.5,quantum computing inc,Fully remote
ai13418,ai software engineer,127318,USD,expert,ft,china,s,china,"sql, r, pytorch, gcp",bachelor,15,transportation,17/08/2024,24/09/2024,1147,7.3,advanced robotics,Fully on site
ai13419,data scientist,112887,USD,senior,ft,austria,l,austria,"pytorch, java, python, tableau, tensorflow",master,5,media,02/03/2025,11/05/2025,2079,5.4,smart analytics,Fully on site
ai13420,ai consultant,188507,USD,expert,Contract,netherlands,l,denmark,"sql, r, java",associate,15,education,05/01/2025,08/03/2025,619,8.9,machine intelligence group,Fully on site
ai13421,autonomous systems engineer,116606,USD,mid level,Full time,sweden,l,sweden,"computer vision, data visualization, pytorch, kubernetes, tensorflow",master,2,energy,16/04/2025,28/05/2025,1203,7.9,neural networks co,Fully on site
ai13422,deep learning engineer,104534,USD,mid level,ft,denmark,s,denmark,"kubernetes, pytorch, tensorflow, computer vision",associate,3,education,29/03/2025,24/05/2025,651,7.3,future systems,Hybrid
ai13423,ml ops engineer,175432,USD,expert,ft,france,s,netherlands,"java, tensorflow, data visualization, spark, mlops",phd,13,real estate,19/02/2025,12/03/2025,2388,8.5,neural networks co,Fully on site
ai13424,principal data scientist,169881,USD,mid level,Part time,switzerland,l,china,"spark, kubernetes, nlp, r, data visualization",master,4,real estate,19/03/2024,11/05/2024,1004,9.3,techcorp inc,Fully remote
ai13425,computer vision engineer,152085,USD,expert,ft,united kingdom,s,united kingdom,"scala, azure, gcp",phd,11,gaming,10/09/2024,10/10/2024,1486,7.6,smart analytics,Fully remote
ai13426,machine learning engineer,95119,USD,mid level,Contract,canada,m,canada,"tensorflow, kubernetes, linux, mlops",phd,2,education,01/01/2025,21/01/2025,1299,9.6,neural networks co,Hybrid
ai13427,robotics engineer,101155,USD,senior,Part time,sweden,s,sweden,"azure, gcp, nlp, mlops",master,6,media,25/01/2024,24/02/2024,2489,5.7,autonomous tech,Fully on site
ai13428,head of ai,116240,USD,expert,ft,china,m,china,"mlops, sql, tableau, data visualization, pytorch",associate,16,consulting,30/04/2025,02/07/2025,593,6.0,ai innovations,Fully on site
ai13429,nlp engineer,85442,USD,senior,Part time,finland,m,singapore,"data visualization, kubernetes, sql, azure",phd,7,retail,19/06/2024,23/08/2024,1216,8.7,digital transformation llc,Fully remote
ai13430,autonomous systems engineer,130677,USD,mid level,ft,netherlands,l,netherlands,"azure, computer vision, linux, git, scala",phd,4,consulting,04/08/2024,07/09/2024,2003,9.6,neural networks co,Hybrid
ai13431,machine learning engineer,253429,USD,expert,ft,singapore,l,denmark,"azure, python, tensorflow, aws, mlops",master,10,education,12/03/2025,18/04/2025,2173,8.7,quantum computing inc,Hybrid
ai13432,ai research scientist,114146,USD,senior,ft,canada,l,canada,"statistics, mlops, linux, scala, pytorch",phd,7,media,06/04/2025,07/05/2025,1039,9.3,ai innovations,Fully on site
ai13433,ai software engineer,46542,USD,entry level,Full time,south korea,s,south korea,"r, computer vision, data visualization, aws",master,0,manufacturing,20/06/2024,21/08/2024,736,9.4,algorithmic solutions,Fully on site
ai13434,ai specialist,66597,USD,entry level,ft,singapore,s,united kingdom,"python, mathematics, tensorflow",master,0,telecommunications,02/01/2024,14/03/2024,1930,6.7,ai innovations,Fully on site
ai13435,data engineer,113238,USD,entry level,ft,switzerland,l,switzerland,"deep learning, sql, r",associate,0,automotive,27/07/2024,10/09/2024,1555,6.9,quantum computing inc,Fully on site
ai13436,ai product manager,140639,USD,expert,Full time,india,l,switzerland,"spark, docker, sql, mathematics",bachelor,11,media,14/11/2024,09/12/2024,568,9.3,techcorp inc,Hybrid
ai13437,deep learning engineer,150990,USD,senior,ft,germany,l,france,"linux, git, pytorch",bachelor,5,government,18/03/2025,23/05/2025,2436,9.8,techcorp inc,Fully on site
ai13438,head of ai,214890,USD,expert,ft,united states,s,united states,"nlp, gcp, python",bachelor,17,transportation,24/03/2025,28/05/2025,1810,9.2,neural networks co,Fully remote
ai13439,nlp engineer,163637,USD,expert,Part time,germany,l,germany,"tableau, r, pytorch, aws, java",associate,17,consulting,03/05/2024,10/06/2024,1620,9.5,autonomous tech,Hybrid
ai13440,ai product manager,94026,USD,entry level,ft,united states,m,united states,"tensorflow, docker, hadoop",associate,1,education,13/01/2025,17/02/2025,2037,5.9,machine intelligence group,Hybrid
ai13441,ai consultant,79699,USD,entry level,Part time,norway,m,norway,"tableau, nlp, kubernetes, gcp, java",bachelor,1,healthcare,10/09/2024,29/10/2024,960,7.4,cognitive computing,Fully remote
ai13442,data analyst,66011,USD,entry level,Part time,australia,s,norway,"mlops, sql, kubernetes, nlp",master,1,energy,29/08/2024,28/09/2024,2411,5.9,ai innovations,Hybrid
ai13443,ai architect,38061,USD,entry level,Part time,south korea,m,south korea,"python, docker, gcp, aws",master,0,transportation,19/02/2024,01/04/2024,619,5.0,cloud ai solutions,Fully remote
ai13444,ml ops engineer,128165,USD,expert,ft,india,s,india,"mathematics, sql, java, pytorch",master,16,manufacturing,24/06/2024,21/07/2024,1548,9.2,future systems,Fully remote
ai13445,data engineer,139720,USD,senior,Contract,singapore,l,australia,"tensorflow, aws, java, hadoop, deep learning",master,9,technology,21/01/2025,25/03/2025,1835,8.1,ai innovations,Fully remote
ai13446,ai product manager,60621,USD,entry level,Part time,canada,m,canada,"git, azure, data visualization",master,0,education,16/06/2024,18/07/2024,1800,9.5,advanced robotics,Hybrid
ai13447,data scientist,55058,USD,entry level,Full time,canada,m,canada,"mathematics, r, deep learning",master,0,energy,08/02/2025,03/03/2025,1944,5.7,datavision ltd,Hybrid
ai13448,data engineer,342747,USD,expert,Contract,norway,l,norway,"scala, r, mlops, mathematics",associate,17,automotive,23/02/2024,09/03/2024,2345,7.6,future systems,Fully on site
