job_id,job_title,salary_usd,salary_currency,experience_level,employment_type,company_location,company_size,employee_residence,remote_ratio,required_skills,education_required,years_experience,industry,posting_date,application_deadline,job_description_length,benefits_score,company_name
AI11370,AI Software Engineer,85665.0,USD,Entry level,Contract,Denmark,M,Denmark,Fully on site,"NLP, MLOps, Kubernetes, R, Statistics",PhD,1,Energy,12/01/2024,22/02/2024,2234,9.3,Smart Analytics
AI11371,ML Ops Engineer,330333.0,USD,Expert,Freelance,Switzerland,L,Switzerland,Fully on site,"Python, TensorFlow, Tableau",Master,13,Media,06/01/2025,30/01/2025,1615,9.4,Cloud AI Solutions
AI11372,NLP Engineer,74350.95,USD,Entry level,Full time,France,L,France,Fully on site,"Git, PyTorch, MLOps",Associate,0,Healthcare,09/07/2024,29/07/2024,2399,6.8,Autonomous Tech
AI11373,Robotics Engineer,114926.0,USD,Expert,Part time,South Korea,M,South Korea,Fully remote,"NLP, Computer Vision, AWS, Data Visualization, Statistics",Bachelor,19,Energy,08/03/2024,17/04/2024,626,9.6,AI Innovations
AI11374,NLP Engineer,209991.0,USD,Expert,Freelance,Switzerland,S,Switzerland,Fully remote,"Docker, Statistics, Mathematics",Associate,15,Media,02/10/2024,25/10/2024,1744,8.4,Future Systems
AI11375,Autonomous Systems Engineer,118413.0,USD,Expert,Part time,India,S,India,Hybrid,"MLOps, Scala, Python, Data Visualization",Associate,12,Technology,23/03/2024,28/05/2024,1698,9.7,Quantum Computing Inc
AI11376,Deep Learning Engineer,103759.0,USD,Mid level,Part time,Australia,L,Australia,Fully on site,"Git, Docker, PyTorch, AWS, Kubernetes",Master,3,Energy,28/03/2024,24/04/2024,1923,8.7,TechCorp Inc
AI11377,AI Specialist,47253.0,USD,Entry level,Contract,Israel,M,Netherlands,Fully on site,"PyTorch, Docker, Spark",Bachelor,0,Real Estate,30/04/2025,08/07/2025,1102,9.1,DeepTech Ventures
AI11378,Head of AI,110781.0,USD,Expert,Full time,South Korea,M,Australia,Hybrid,"Tableau, Scala, Statistics, Spark, Kubernetes",Associate,14,Finance,20/08/2024,17/10/2024,1398,7.2,Predictive Systems
AI11379,AI Consultant,123467.0,USD,Expert,Part time,Sweden,S,Canada,Hybrid,"TensorFlow, Scala, AWS, SQL",Associate,17,Energy,29/10/2024,15/12/2024,2065,8.1,Quantum Computing Inc
AI11380,Computer Vision Engineer,115849.84999999999,USD,Mid level,Full time,Germany,L,Germany,Hybrid,"AWS, R, Spark, Scala",PhD,2,Real Estate,03/04/2025,06/06/2025,864,7.0,Predictive Systems
AI11381,AI Software Engineer,71028.59999999999,USD,Entry level,Full time,France,M,France,Hybrid,"Deep Learning, GCP, Azure, Python, NLP",Master,0,Finance,25/08/2024,12/09/2024,1010,5.8,DataVision Ltd
AI11382,Principal Data Scientist,416029.80000000005,USD,Expert,Contract,United Kingdom,L,United Kingdom,Fully remote,"Computer Vision, NLP, PyTorch, GCP",Associate,15,Government,25/02/2025,12/04/2025,2382,7.7,Predictive Systems
AI11383,Head of AI,87567.0,USD,Mid level,Part time,Australia,S,Australia,Fully remote,"Spark, SQL, TensorFlow, Hadoop",PhD,2,Finance,24/02/2025,16/03/2025,1499,7.3,DeepTech Ventures
AI11384,Robotics Engineer,73095.0,USD,Senior,Part time,China,M,China,Fully on site,"Hadoop, SQL, Mathematics, Linux",Bachelor,8,Retail,14/07/2024,03/08/2024,1486,8.0,Cloud AI Solutions
AI11385,Data Engineer,102230.4,USD,Senior,Freelance,France,S,France,Fully on site,"SQL, Kubernetes, NLP",Bachelor,7,Healthcare,09/07/2024,29/08/2024,633,5.4,Algorithmic Solutions
AI11386,AI Software Engineer,46637.0,USD,Entry level,Part time,China,S,China,Hybrid,"Linux, TensorFlow, Statistics",Bachelor,1,Gaming,02/01/2024,16/01/2024,913,5.3,Future Systems
AI11387,Machine Learning Engineer,348406.3,USD,Expert,Contract,Netherlands,L,Netherlands,Fully on site,"Kubernetes, Linux, Git",Associate,18,Automotive,05/02/2024,21/02/2024,1755,7.3,AI Innovations
AI11388,Data Engineer,126970.0,USD,Senior,Contract,Sweden,M,Sweden,Fully on site,"Python, Java, Spark",Bachelor,7,Telecommunications,27/08/2024,01/10/2024,1396,9.8,Autonomous Tech
AI11389,Robotics Engineer,77534.15,USD,Entry level,Contract,Netherlands,S,Netherlands,Fully on site,"Kubernetes, Hadoop, Mathematics",Associate,1,Transportation,08/09/2024,20/10/2024,1382,6.8,DeepTech Ventures
AI11390,Head of AI,89657.0,USD,Senior,Full time,Finland,S,Finland,Hybrid,"Python, TensorFlow, Statistics, Mathematics, Hadoop",PhD,6,Consulting,08/01/2025,07/02/2025,1777,5.1,Predictive Systems
AI11391,Robotics Engineer,286540.0,USD,Expert,Freelance,Switzerland,L,Switzerland,Fully remote,"TensorFlow, Computer Vision, Git",Master,17,Transportation,06/02/2024,03/04/2024,2140,10.0,Predictive Systems
AI11392,AI Product Manager,63059.0,USD,Mid level,Part time,Austria,M,Austria,Fully on site,"Azure, Statistics, Computer Vision, Java",PhD,4,Retail,20/08/2024,10/09/2024,1623,6.8,TechCorp Inc
AI11393,Computer Vision Engineer,70899.0,USD,Entry level,Part time,Singapore,M,Singapore,Hybrid,"Git, Java, Statistics, Python",Bachelor,1,Retail,03/02/2024,13/04/2024,1034,7.0,Predictive Systems
AI11394,ML Ops Engineer,97311.0,USD,Entry level,Freelance,Switzerland,S,Switzerland,Fully on site,"Azure, TensorFlow, NLP, Spark",Master,0,Energy,23/07/2024,25/08/2024,2088,5.2,Advanced Robotics
AI11395,Computer Vision Engineer,96617.0,USD,Senior,Part time,Finland,M,Finland,Hybrid,"Java, Kubernetes, GCP",Bachelor,7,Government,12/08/2024,04/10/2024,2359,8.1,Future Systems
AI11396,AI Software Engineer,127730.0,USD,Senior,Freelance,Denmark,S,Denmark,Hybrid,"Linux, Computer Vision, Scala, NLP, SQL",Bachelor,6,Finance,22/03/2024,17/04/2024,1870,7.3,Cognitive Computing
AI11397,Deep Learning Engineer,129929.29999999999,USD,Senior,Part time,Germany,M,Germany,Fully remote,"AWS, SQL, GCP, Statistics, Linux",Master,9,Government,08/11/2024,06/01/2025,914,8.1,Cloud AI Solutions
AI11398,Robotics Engineer,277296.0,USD,Expert,Freelance,Norway,S,China,Fully on site,"MLOps, Linux, Python, Spark",PhD,19,Consulting,16/01/2024,06/03/2024,1641,8.9,Digital Transformation LLC
AI11399,Robotics Engineer,88370.59999999999,USD,Entry level,Contract,France,L,France,Fully on site,"TensorFlow, Hadoop, Scala, Tableau, AWS",PhD,0,Media,10/06/2024,14/07/2024,2322,9.4,DeepTech Ventures
AI11400,AI Architect,146261.59999999998,USD,Mid level,Full time,Netherlands,L,Netherlands,Hybrid,"GCP, AWS, Linux, SQL",Bachelor,4,Automotive,19/04/2025,30/05/2025,1533,9.6,Advanced Robotics
AI11401,Computer Vision Engineer,76556.65,USD,Entry level,Full time,Germany,S,United States,Hybrid,"Python, GCP, Azure, Scala, AWS",Associate,0,Finance,13/11/2024,22/01/2025,1091,8.3,TechCorp Inc
AI11402,Data Scientist,159623.0,USD,Expert,Freelance,Singapore,S,Singapore,Fully remote,"Git, Python, Data Visualization, Java",Bachelor,18,Transportation,05/10/2024,15/11/2024,2427,6.1,Quantum Computing Inc
AI11403,Machine Learning Engineer,151341.0,USD,Senior,Freelance,Australia,L,Australia,Hybrid,"TensorFlow, Python, Mathematics",PhD,9,Media,06/05/2024,18/06/2024,1952,7.0,Cloud AI Solutions
AI11404,Machine Learning Researcher,166389.0,USD,Expert,Full time,Austria,M,Austria,Fully on site,"PyTorch, Scala, Tableau, TensorFlow",PhD,16,Automotive,08/04/2025,12/05/2025,1213,8.6,Cloud AI Solutions
AI11405,Data Engineer,63687.0,USD,Entry level,Part time,South Korea,L,South Korea,Fully on site,"Kubernetes, Hadoop, R",Master,0,Manufacturing,14/03/2025,21/04/2025,1496,7.2,AI Innovations
AI11406,Data Engineer,125324.0,USD,Senior,Contract,Norway,S,Australia,Hybrid,"Scala, Java, Kubernetes",Associate,6,Finance,10/01/2024,17/03/2024,1578,9.0,Neural Networks Co
AI11407,Research Scientist,64110.2,USD,Entry level,Full time,Germany,S,Germany,Fully on site,"Tableau, SQL, Hadoop, PyTorch",Bachelor,1,Education,06/03/2025,07/05/2025,743,7.3,Digital Transformation LLC
AI11408,AI Research Scientist,194935.0,USD,Expert,Full time,China,L,China,Hybrid,"Data Visualization, Deep Learning, Git",Master,19,Healthcare,09/02/2025,12/03/2025,1309,6.4,Machine Intelligence Group
AI11409,Research Scientist,68054.0,USD,Entry level,Freelance,Canada,M,Singapore,Hybrid,"Java, NLP, Git, SQL, Kubernetes",Associate,0,Energy,05/09/2024,24/10/2024,2095,7.3,Smart Analytics
AI11410,Deep Learning Engineer,120637.0,USD,Expert,Freelance,Ireland,S,Austria,Hybrid,"GCP, Docker, Mathematics, R, Tableau",Associate,15,Education,24/02/2025,01/05/2025,1498,8.0,Algorithmic Solutions
AI11411,AI Software Engineer,211949.59999999998,USD,Expert,Part time,France,L,United States,Fully on site,"Computer Vision, Data Visualization, MLOps, Linux, Tableau",Bachelor,11,Consulting,27/01/2025,10/04/2025,694,6.2,Cognitive Computing
AI11412,Principal Data Scientist,178280.0,USD,Senior,Part time,Switzerland,M,Switzerland,Fully on site,"Statistics, Computer Vision, PyTorch",PhD,9,Finance,20/09/2024,28/11/2024,1978,8.5,Neural Networks Co
AI11413,AI Consultant,94212.59999999999,USD,Entry level,Contract,Germany,L,Germany,Fully on site,"Statistics, Azure, R, Data Visualization",Associate,1,Retail,30/11/2024,22/12/2024,2368,6.1,TechCorp Inc
AI11414,AI Specialist,195712.74999999997,USD,Expert,Part time,France,S,France,Fully remote,"TensorFlow, SQL, Docker",Associate,17,Manufacturing,09/07/2024,24/08/2024,747,5.5,Cloud AI Solutions
AI11415,AI Product Manager,41522.0,USD,Entry level,Part time,Israel,S,Israel,Fully remote,"Scala, Azure, Data Visualization, Spark, Tableau",Associate,1,Gaming,30/11/2024,04/01/2025,946,9.3,Future Systems
AI11416,AI Specialist,171908.0,USD,Senior,Full time,Switzerland,S,Netherlands,Hybrid,"Java, Hadoop, SQL",Master,6,Technology,21/09/2024,21/10/2024,1025,7.5,Future Systems
AI11417,Data Scientist,103037.0,USD,Senior,Part time,Japan,M,Israel,Hybrid,"Git, Kubernetes, Data Visualization",Associate,7,Gaming,12/08/2024,29/08/2024,1355,6.5,Autonomous Tech
AI11418,Robotics Engineer,84353.0,USD,Senior,Part time,Israel,S,Ireland,Fully remote,"Computer Vision, TensorFlow, Python, MLOps",Associate,8,Manufacturing,24/09/2024,07/11/2024,2059,7.6,Cognitive Computing
AI11419,NLP Engineer,104789.0,USD,Mid level,Part time,Sweden,M,Singapore,Hybrid,"Python, Docker, Computer Vision, Kubernetes",Bachelor,4,Finance,20/10/2024,20/12/2024,885,6.3,Predictive Systems
AI11420,AI Software Engineer,96194.0,USD,Senior,Contract,South Korea,S,Australia,Hybrid,"GCP, Kubernetes, PyTorch, Scala, TensorFlow",Associate,5,Education,23/06/2024,26/08/2024,2285,7.9,DeepTech Ventures
AI11421,Head of AI,124466.0,USD,Mid level,Contract,Norway,M,Norway,Fully remote,"PyTorch, TensorFlow, MLOps, AWS",Master,4,Retail,02/05/2024,11/06/2024,1351,5.5,Machine Intelligence Group
AI11422,Machine Learning Engineer,105429.0,USD,Senior,Part time,Australia,M,Sweden,Hybrid,"PyTorch, Docker, Tableau, Git",Bachelor,5,Telecommunications,08/01/2024,24/01/2024,2199,9.4,DeepTech Ventures
AI11423,Principal Data Scientist,175480.8,USD,Senior,Part time,Germany,L,Germany,Hybrid,"SQL, TensorFlow, NLP, MLOps, Git",Bachelor,5,Manufacturing,04/04/2025,10/06/2025,1556,9.1,Smart Analytics
AI11424,AI Software Engineer,123440.0,USD,Senior,Contract,Ireland,L,Ireland,Fully on site,"Computer Vision, Linux, Kubernetes, NLP",PhD,5,Telecommunications,16/12/2024,20/01/2025,1812,5.1,Advanced Robotics
AI11425,Deep Learning Engineer,40616.0,USD,Entry level,Contract,Finland,M,France,Fully remote,"AWS, Scala, GCP, PyTorch",PhD,1,Government,25/10/2024,03/01/2025,2465,6.8,AI Innovations
AI11426,Machine Learning Engineer,129747.0,USD,Expert,Freelance,Israel,S,Israel,Fully remote,"Tableau, Computer Vision, Python",Associate,16,Manufacturing,15/06/2024,12/07/2024,682,7.6,Future Systems
AI11427,Machine Learning Researcher,67452.0,USD,Entry level,Part time,Singapore,M,Switzerland,Fully on site,"Java, Linux, PyTorch, Computer Vision, Scala",Bachelor,0,Transportation,18/08/2024,07/10/2024,1717,9.7,DeepTech Ventures
AI11428,Autonomous Systems Engineer,313552.0,USD,Expert,Contract,Switzerland,L,Switzerland,Fully remote,"Linux, Mathematics, NLP, Python, Computer Vision",Master,18,Gaming,13/01/2025,18/02/2025,2449,6.3,Neural Networks Co
AI11429,Research Scientist,90978.0,USD,Entry level,Full time,Norway,M,China,Fully on site,"Linux, Hadoop, MLOps, Azure, Spark",Master,1,Technology,28/04/2024,08/07/2024,2303,7.4,Predictive Systems
AI11430,Computer Vision Engineer,184142.0,USD,Expert,Freelance,Australia,S,Australia,Hybrid,"Kubernetes, TensorFlow, Git",Bachelor,13,Automotive,03/03/2025,27/04/2025,1388,8.2,Digital Transformation LLC
AI11431,AI Research Scientist,94393.0,USD,Entry level,Full time,Norway,L,Norway,Fully on site,"NLP, Java, Data Visualization",Bachelor,0,Telecommunications,14/03/2024,25/04/2024,1578,9.5,DeepTech Ventures
AI11432,Machine Learning Engineer,38783.0,USD,Entry level,Freelance,South Korea,S,South Korea,Fully remote,"Kubernetes, Spark, Deep Learning, Computer Vision, PyTorch",Associate,1,Retail,24/12/2024,02/03/2025,1604,8.8,Advanced Robotics
AI11433,AI Architect,49309.0,USD,Entry level,Full time,Australia,S,Australia,Fully on site,"Computer Vision, MLOps, Java, SQL, GCP",Associate,1,Transportation,02/06/2024,13/08/2024,1672,7.6,Advanced Robotics
AI11434,Machine Learning Researcher,47841.0,USD,Entry level,Part time,Israel,S,Israel,Hybrid,"Python, Java, Linux, Scala",PhD,0,Finance,26/09/2024,13/11/2024,2019,8.1,Digital Transformation LLC
AI11435,Machine Learning Engineer,45821.0,USD,Entry level,Part time,India,L,India,Fully on site,"TensorFlow, AWS, Mathematics, Computer Vision",Associate,1,Government,18/05/2024,17/07/2024,1543,8.6,DataVision Ltd
AI11436,Machine Learning Engineer,200668.09999999998,USD,Expert,Contract,France,S,Norway,Hybrid,"Azure, MLOps, TensorFlow, Kubernetes, SQL",Associate,14,Healthcare,31/01/2025,04/03/2025,1004,6.0,Advanced Robotics
AI11437,Data Scientist,93262.7,USD,Mid level,Part time,Germany,M,Germany,Fully on site,"Statistics, TensorFlow, GCP",Associate,4,Automotive,28/04/2024,23/06/2024,2137,5.5,Autonomous Tech
AI11438,AI Software Engineer,42037.0,USD,Entry level,Part time,Austria,S,Austria,Fully remote,"Deep Learning, Hadoop, TensorFlow, SQL, Tableau",Master,0,Transportation,14/01/2024,21/03/2024,2295,5.9,DeepTech Ventures
AI11439,Research Scientist,73703.0,USD,Mid level,Part time,South Korea,M,South Korea,Fully on site,"Linux, Spark, Computer Vision, Docker",Bachelor,4,Consulting,06/06/2024,15/08/2024,1479,5.2,Machine Intelligence Group
AI11440,Data Scientist,134326.9,USD,Senior,Part time,Netherlands,M,Netherlands,Fully on site,"Kubernetes, Git, Java, Deep Learning, Scala",Master,5,Technology,11/10/2024,04/11/2024,1808,7.5,Neural Networks Co
AI11441,NLP Engineer,142161.84999999998,USD,Senior,Contract,France,L,France,Fully on site,"Python, Spark, MLOps, Kubernetes, AWS",Associate,5,Finance,05/01/2024,18/02/2024,2037,7.2,Advanced Robotics
AI11442,AI Consultant,100751.0,USD,Senior,Contract,Ireland,M,Ireland,Hybrid,"Java, AWS, GCP",Associate,8,Energy,12/02/2025,09/03/2025,1420,6.0,Smart Analytics
AI11443,Data Scientist,69410.0,USD,Senior,Freelance,South Korea,S,South Korea,Fully remote,"Linux, Tableau, SQL, Hadoop, Python",Master,9,Gaming,25/08/2024,28/09/2024,1570,7.8,Algorithmic Solutions
AI11444,AI Research Scientist,147464.0,USD,Expert,Contract,Singapore,S,Denmark,Fully on site,"Git, Docker, NLP, Computer Vision, R",Associate,14,Consulting,04/02/2025,27/03/2025,2111,8.5,Neural Networks Co
AI11445,Principal Data Scientist,39930.0,USD,Entry level,Part time,Japan,S,Japan,Fully on site,"Hadoop, Python, NLP, Deep Learning",PhD,1,Consulting,15/11/2024,16/12/2024,2233,7.8,Smart Analytics
AI11446,ML Ops Engineer,88094.28,USD,Entry level,Part time,United Kingdom,L,United Kingdom,Fully remote,"R, Mathematics, Linux, NLP, Tableau",PhD,0,Healthcare,28/02/2025,28/04/2025,1553,8.9,Advanced Robotics
AI11447,NLP Engineer,71668.0,USD,Entry level,Full time,Germany,M,Germany,Fully on site,"Computer Vision, AWS, SQL",Bachelor,0,Consulting,23/05/2024,19/06/2024,2431,6.4,Autonomous Tech
AI11448,Principal Data Scientist,81151.0,USD,Entry level,Full time,Australia,L,Australia,Fully on site,"Python, Java, NLP, Docker",Bachelor,1,Retail,28/03/2024,05/06/2024,1384,5.3,Smart Analytics
AI11449,Deep Learning Engineer,60631.0,USD,Entry level,Full time,United States,M,France,Hybrid,"R, NLP, Linux",Associate,0,Finance,02/09/2024,30/10/2024,2310,9.7,Autonomous Tech
AI11450,Data Scientist,125056.0,USD,Mid level,Part time,United States,M,United States,Hybrid,"Docker, TensorFlow, Tableau",Associate,2,Finance,04/05/2024,02/06/2024,1278,7.1,Advanced Robotics
AI11451,Data Analyst,71367.0,USD,Entry level,Full time,United States,M,United States,Hybrid,"AWS, PyTorch, NLP, Linux, Mathematics",PhD,0,Education,13/02/2024,18/03/2024,1655,9.7,Algorithmic Solutions
AI11452,AI Architect,99619.0,USD,Senior,Contract,Israel,L,Israel,Hybrid,"Docker, Tableau, Python",PhD,6,Healthcare,12/09/2024,14/11/2024,2395,5.2,AI Innovations
AI11453,ML Ops Engineer,158200.0,USD,Expert,Freelance,Sweden,L,Sweden,Fully on site,"Tableau, Linux, GCP",Associate,19,Consulting,20/03/2025,24/04/2025,1202,8.4,Cloud AI Solutions
AI11454,Autonomous Systems Engineer,97480.9,USD,Entry level,Contract,Germany,L,France,Fully on site,"Java, Hadoop, Data Visualization, Linux",PhD,1,Gaming,31/05/2024,11/07/2024,2449,9.1,Future Systems
AI11455,ML Ops Engineer,66086.0,USD,Mid level,Contract,Finland,M,Finland,Fully remote,"Spark, NLP, AWS",PhD,4,Real Estate,18/02/2025,20/04/2025,683,9.2,Predictive Systems
AI11456,AI Product Manager,190738.0,USD,Expert,Part time,Sweden,S,Sweden,Hybrid,"Computer Vision, TensorFlow, Linux, Scala, Azure",PhD,19,Manufacturing,18/06/2024,27/08/2024,1932,7.6,DataVision Ltd
AI11457,Data Engineer,55771.0,USD,Mid level,Part time,South Korea,S,South Korea,Fully on site,"GCP, Linux, R",Bachelor,2,Technology,28/02/2025,24/03/2025,1939,9.0,Neural Networks Co
AI11458,Data Analyst,37382.0,USD,Entry level,Part time,Japan,S,Japan,Hybrid,"AWS, Scala, TensorFlow, Git",PhD,0,Manufacturing,21/01/2025,23/03/2025,2244,7.6,Quantum Computing Inc
AI11459,Data Engineer,143128.0,USD,Mid level,Full time,Switzerland,M,Switzerland,Fully remote,"Mathematics, NLP, Python, R",Bachelor,2,Gaming,08/04/2025,17/05/2025,1491,7.9,Algorithmic Solutions
AI11460,Robotics Engineer,229326.0,USD,Expert,Full time,Switzerland,S,South Korea,Fully remote,"Kubernetes, Data Visualization, NLP, MLOps, Scala",PhD,15,Real Estate,17/01/2024,30/03/2024,920,9.8,Algorithmic Solutions
AI11461,Machine Learning Engineer,114693.0,USD,Mid level,Contract,Singapore,M,Denmark,Hybrid,"Python, Scala, TensorFlow, PyTorch",Associate,2,Real Estate,23/04/2025,07/06/2025,594,8.8,Machine Intelligence Group
AI11462,Deep Learning Engineer,66148.0,USD,Mid level,Part time,Ireland,S,Ireland,Fully remote,"Java, PyTorch, R, Spark, AWS",PhD,3,Retail,28/02/2025,27/04/2025,1478,6.5,Digital Transformation LLC
AI11463,AI Consultant,153868.0,USD,Expert,Freelance,Austria,M,Austria,Fully remote,"PyTorch, SQL, Kubernetes",PhD,19,Government,02/02/2024,17/02/2024,1265,9.7,Advanced Robotics
AI11464,Machine Learning Researcher,41127.0,USD,Entry level,Freelance,China,S,Austria,Fully remote,"Python, Data Visualization, AWS",PhD,0,Transportation,03/05/2024,25/06/2024,1829,9.0,Cloud AI Solutions
AI11465,Data Engineer,169357.0,USD,Expert,Part time,Sweden,S,Sweden,Fully remote,"PyTorch, Kubernetes, TensorFlow, Python, Scala",Bachelor,19,Media,29/04/2025,18/05/2025,2399,9.0,Smart Analytics
AI11466,AI Software Engineer,52501.0,USD,Mid level,Full time,Ireland,S,Ireland,Hybrid,"Git, SQL, Computer Vision, Deep Learning, PyTorch",Bachelor,3,Real Estate,21/10/2024,19/12/2024,542,8.9,Smart Analytics
AI11467,Data Analyst,47558.0,USD,Entry level,Contract,Ireland,M,Ireland,Fully remote,"Linux, TensorFlow, Tableau, R",PhD,0,Telecommunications,04/12/2024,20/12/2024,551,7.1,TechCorp Inc
AI11468,Machine Learning Researcher,335768.0,USD,Expert,Contract,Denmark,L,Denmark,Fully on site,"Python, Statistics, AWS",Bachelor,13,Gaming,29/02/2024,09/05/2024,840,7.0,Neural Networks Co
AI11469,Data Engineer,91037.0,USD,Entry level,Full time,United States,M,United States,Hybrid,"Python, Azure, R",Bachelor,1,Education,21/06/2024,29/08/2024,1699,8.2,Autonomous Tech
AI11470,AI Architect,84253.0,USD,Entry level,Part time,Sweden,L,Sweden,Hybrid,"Python, Data Visualization, Java, Azure",Bachelor,1,Manufacturing,08/01/2025,28/01/2025,2340,7.2,Cognitive Computing
AI11471,Data Analyst,71276.0,USD,Entry level,Part time,United States,M,United States,Fully on site,"Azure, Docker, Statistics, Deep Learning, SQL",Associate,1,Telecommunications,04/06/2024,16/07/2024,1769,9.1,Algorithmic Solutions
AI11472,Deep Learning Engineer,103162.0,USD,Expert,Full time,India,M,Austria,Hybrid,"NLP, Linux, MLOps, PyTorch, Git",Master,17,Education,08/04/2024,14/06/2024,675,10.0,Cloud AI Solutions
AI11473,Data Engineer,71524.0,USD,Entry level,Full time,Sweden,M,China,Fully remote,"Git, Java, NLP",Bachelor,1,Telecommunications,13/08/2024,27/08/2024,1906,7.3,DeepTech Ventures
AI11474,AI Consultant,103880.0,USD,Mid level,Contract,Canada,L,Canada,Hybrid,"Deep Learning, GCP, R, Hadoop, SQL",Associate,3,Healthcare,13/11/2024,06/01/2025,1496,8.9,Digital Transformation LLC
AI11475,AI Architect,262316.14999999997,USD,Expert,Full time,Netherlands,S,Netherlands,Hybrid,"AWS, SQL, Data Visualization, Tableau",Master,17,Telecommunications,26/05/2024,18/07/2024,2057,9.6,AI Innovations
AI11476,Machine Learning Researcher,41970.0,USD,Entry level,Part time,China,M,United States,Hybrid,"TensorFlow, Data Visualization, Spark",Master,0,Finance,29/07/2024,27/09/2024,1832,5.3,Autonomous Tech
AI11477,NLP Engineer,197785.0,USD,Expert,Contract,India,L,Canada,Hybrid,"Docker, Java, Tableau, Scala",PhD,10,Government,11/04/2025,03/05/2025,2320,8.4,Quantum Computing Inc
AI11478,AI Product Manager,198576.0,USD,Expert,Full time,Japan,L,Japan,Fully remote,"Python, TensorFlow, Computer Vision",Master,12,Real Estate,06/02/2024,29/02/2024,2493,8.6,Advanced Robotics
AI11479,Machine Learning Engineer,56224.0,USD,Entry level,Part time,China,M,China,Fully on site,"Docker, SQL, Python, Kubernetes",Associate,1,Consulting,11/07/2024,21/09/2024,1636,7.3,Future Systems
AI11480,AI Research Scientist,144584.0,USD,Mid level,Full time,Switzerland,M,Switzerland,Fully remote,"GCP, Linux, AWS",Associate,3,Finance,06/06/2024,10/08/2024,1637,9.8,Smart Analytics
AI11481,Data Engineer,184202.4,USD,Senior,Full time,Netherlands,L,Denmark,Hybrid,"Tableau, Computer Vision, Data Visualization, Python, Linux",Master,5,Technology,08/10/2024,10/12/2024,2026,6.2,Digital Transformation LLC
AI11482,AI Consultant,51608.0,USD,Entry level,Full time,South Korea,L,Norway,Fully remote,"Computer Vision, Linux, Git, Scala, R",PhD,0,Gaming,29/03/2024,26/05/2024,1814,5.1,Neural Networks Co
AI11483,ML Ops Engineer,64131.0,USD,Mid level,Full time,Japan,S,Japan,Fully remote,"Deep Learning, Java, Git, Kubernetes",Master,2,Retail,09/12/2024,19/02/2025,1990,9.0,Cloud AI Solutions
AI11484,ML Ops Engineer,92647.0,USD,Mid level,Contract,Canada,L,Canada,Hybrid,"Python, Scala, TensorFlow, Docker",Master,3,Manufacturing,16/04/2025,18/05/2025,2037,5.0,Neural Networks Co
AI11485,Machine Learning Engineer,116446.7,USD,Senior,Part time,Netherlands,S,Netherlands,Fully remote,"Python, AWS, Java, Spark, Docker",PhD,5,Consulting,20/04/2024,29/05/2024,796,6.1,Advanced Robotics
AI11486,AI Architect,82243.0,USD,Mid level,Freelance,South Korea,L,South Korea,Fully on site,"Git, SQL, TensorFlow, Kubernetes, R",Associate,2,Healthcare,09/08/2024,03/10/2024,684,5.3,Cloud AI Solutions
AI11487,Data Scientist,87074.0,USD,Mid level,Full time,United States,S,Australia,Fully on site,"Computer Vision, Tableau, Python, MLOps, Statistics",Master,4,Energy,09/11/2024,18/01/2025,753,5.7,Autonomous Tech
AI11488,Research Scientist,93724.0,USD,Mid level,Contract,Denmark,S,Denmark,Fully on site,"Linux, Statistics, Spark, R",PhD,4,Retail,15/12/2024,23/02/2025,699,6.7,TechCorp Inc
AI11489,Machine Learning Engineer,73407.0,USD,Mid level,Freelance,South Korea,M,South Korea,Hybrid,"Hadoop, Azure, Python, Linux, TensorFlow",PhD,3,Media,04/04/2024,14/05/2024,2066,9.2,Autonomous Tech
AI11490,ML Ops Engineer,125093.0,USD,Expert,Full time,Ireland,M,Ireland,Hybrid,"Git, R, Docker",Associate,14,Healthcare,25/08/2024,29/10/2024,1021,7.5,Quantum Computing Inc
AI11491,AI Research Scientist,203035.0,USD,Expert,Full time,Denmark,M,Denmark,Hybrid,"Azure, AWS, SQL, Hadoop",Bachelor,13,Finance,12/11/2024,04/01/2025,1864,6.6,TechCorp Inc
AI11492,Computer Vision Engineer,91260.0,USD,Senior,Contract,China,M,Norway,Fully on site,"Statistics, Java, Azure",Master,8,Transportation,04/10/2024,18/11/2024,2082,8.8,Digital Transformation LLC
AI11493,Machine Learning Researcher,129499.0,USD,Mid level,Part time,Switzerland,M,Switzerland,Fully on site,"MLOps, PyTorch, TensorFlow, Kubernetes, Hadoop",PhD,2,Education,30/09/2024,08/12/2024,2437,9.5,Neural Networks Co
AI11494,Autonomous Systems Engineer,137464.0,USD,Mid level,Freelance,Norway,M,Norway,Hybrid,"Kubernetes, PyTorch, Spark",Associate,2,Manufacturing,27/02/2025,18/03/2025,1427,5.3,Cognitive Computing
AI11495,Data Engineer,121185.84999999999,USD,Senior,Freelance,Germany,S,Germany,Hybrid,"Python, Java, Scala, GCP, TensorFlow",Master,7,Finance,14/04/2025,02/06/2025,1788,8.1,Quantum Computing Inc
AI11496,AI Specialist,73084.79999999999,USD,Mid level,Contract,France,S,France,Fully on site,"MLOps, Python, GCP",PhD,3,Automotive,05/08/2024,23/09/2024,1823,5.8,Algorithmic Solutions
AI11497,Principal Data Scientist,95949.09999999999,USD,Entry level,Part time,Netherlands,M,France,Fully remote,"Python, TensorFlow, NLP",Bachelor,0,Government,01/02/2024,23/03/2024,1605,7.7,Future Systems
